pH,BOD,SS,DO,CG,Type
7.996,3.454,2.631,3.437,4038.085,4
7.469,4.332,24.8,9.626,4177.819,4
6.598,4.109,17.53,7.171,1538.979,4
7.312,4.784,0.541,7.644,1471.028,4
7.967,3.295,4.078,6.409,3159.646,4
7.487,0.461,8.08,2.781,4003.15,4
7.496,1.641,16.84,2.4,1818.336,4
8.262,1.665,16.468,4.444,4064.369,4
6.987,3.564,9.539,8.37,2333.302,4
8.126,4.654,3.105,3.544,1055.72,4
8.157,4.062,16.73,3.573,1787.596,4
7.396,3.216,16.128,9.634,4184.781,4
8.226,3.303,11.763,8.847,2425.396,4
8.188,3.113,9.799,6.457,1471.461,4
7.34,3.653,17.517,3.122,1140.369,4
8.285,4.173,19.886,9.22,3922.247,4
6.939,0.383,11.71,2.987,4080.833,4
6.958,4.616,10.287,3.388,3433.921,4
7.082,3.54,0.702,2.422,4096.411,4
7.328,4.89,6.547,6.691,457.02,4
7.046,3.694,16.129,2.724,836.991,4
8.272,4.387,19.857,9.466,3768.489,4
8.372,4.969,16.804,7.891,2286.51,4
7.194,4.636,7.603,9.559,1626.155,4
7.454,3.748,2.362,4.835,926.176,4
7.04,1.217,22.561,4.59,2343.833,4
6.653,3.161,0.356,8.626,1576.548,4
7.228,3.239,24.015,5.82,344.332,4
8.276,2.665,18.504,2.169,4939.378,4
6.898,0.375,9.15,4.535,1342.923,4
7.327,2.914,0.743,3.753,2132.37,4
7.649,2.892,6.148,3.314,1084.108,4
8.121,2.736,2.05,4.335,3559.406,4
6.647,4.194,4.048,7.659,1968.302,4
7.511,3.097,15.315,5.602,416.807,4
6.766,4.286,6.956,7.182,3158.752,4
7.27,1.564,3.698,3.666,2580.028,4
7.592,3.245,13.636,3.375,4453.048,4
7.643,3.406,14.796,5.657,2505.695,4
7.058,3.5,4.02,9.613,2473.738,4
7.932,0.331,16.512,2.846,2810.815,4
7.729,0.327,21.389,2.151,4292.171,4
8.086,3.939,1.024,4.685,2212.502,4
8.432,3.951,21.568,9.817,3284.37,4
6.794,4.637,22.343,7.558,2836.936,4
6.52,4.197,0.655,4.19,988.152,4
7.062,3.137,5.265,5.504,308.513,4
7.057,4.33,9.35,6.196,1901.548,4
7.3,3.995,20.337,5.848,867.183,4
7.909,4.195,4.316,5.15,140.507,4
7.653,1.538,15.558,2.25,1007.442,4
6.944,4.248,6.543,2.282,67.345,4
6.717,3.487,13.917,8.021,225.786,4
7.727,3.115,0.443,9.773,918.015,4
7.47,2.314,21.645,2.61,974.175,4
8.22,0.254,1.299,2.129,834.904,4
8.165,4.313,13.683,6.602,3540.47,4
6.935,1.995,9.266,2.073,59.72,4
8.431,1.649,24.734,2.454,1373.625,4
7.913,2.66,24.578,2.272,141.907,4
6.626,0.101,23.167,4.083,364.411,4
6.593,3.677,15.815,3.959,325.752,4
8.127,3.776,3.513,2.389,2895.039,4
8.384,2.301,24.649,2.497,3182.912,4
7.281,2.064,1.708,3.095,2593.439,4
8.454,4.937,22.953,2.95,2560.013,4
7.913,3.201,13.811,7.863,1552.575,4
7.352,2.687,4.242,2.064,1547.484,4
7.224,2.786,22.617,3.794,1674.273,4
6.882,4.248,24.744,3.779,3924.712,4
6.838,4.681,16.522,4.82,3994.339,4
7.049,4.547,0.539,6.02,2195.364,4
7.095,1.214,0.034,4.677,3234.403,4
8.456,3.72,22.978,8.034,3572.843,4
7.151,1.804,15.559,2.987,3130.628,4
6.678,4.179,5.844,7.504,87.214,4
8.086,4.269,9.117,5.037,4930.537,4
7.845,4.978,5.632,2.109,2386.846,4
8.295,3.427,11.986,4.763,626.905,4
8.257,3.592,6.445,5.962,450.434,4
7.572,4.549,12.026,4.977,3095.55,4
6.866,3.59,16.129,5.917,3153.135,4
7.704,3.939,2.324,6.572,4810.444,4
6.97,4.097,8.179,5.01,2915.688,4
7.23,1.011,16.574,3.351,3835.171,4
6.816,3.688,1.596,8.633,2977.636,4
8.273,3.53,13.817,2.08,3346.143,4
6.76,3.329,24.202,5.199,2031.816,4
8.256,3.54,9.9,2.842,4486.568,4
7.955,3.677,10.191,6.378,1146.697,4
7.291,3.698,10.424,2.998,987.751,4
6.887,3.437,9.795,3.582,4740.761,4
7.456,4.736,8.372,5.471,3054.995,4
7.842,4.375,16.423,5.05,2106.393,4
6.876,4.491,8.49,7.858,4939.206,4
7.279,4.741,6.56,2.883,1763.624,4
8.012,3.433,9.572,8.288,2219.608,4
6.906,1.239,10.737,3.912,2913.585,4
7.767,2.42,4.904,3.452,4893.38,4
8.472,4.853,12.008,4.642,4248.964,4
7.718,4.415,3.362,4.821,1452.049,4
6.771,4.583,16.834,8.202,2660.941,4
7.334,3.582,9.286,6.005,4754.71,4
7.633,4.091,7.537,7.902,242.795,4
7.675,0.778,22.542,3.133,4274.215,4
6.63,4.972,8.612,2.519,3964.758,4
7.655,4.656,22.424,2.152,4458.673,4
7.232,0.612,2.122,3.67,380.636,4
7.32,3.096,2.272,7.306,538.732,4
8.3,3.544,5.281,5.716,1878.232,4
8.407,3.851,16.893,6.663,1680.348,4
8.444,4.881,12.82,9.629,1844.158,4
7.772,0.621,4.183,3.152,2764.828,4
7.68,3.793,22.304,2.988,3806.166,4
7.129,1.416,20.423,4.523,2794.455,4
8.23,3.671,7.861,7.805,4450.244,4
7.166,2.655,16.324,4.057,2758.103,4
8.287,4.523,8.746,7.865,4960.563,4
7.723,4.247,15.632,7.908,3336.885,4
8.371,4.839,8.902,4.243,3943.341,4
7.834,1.249,8.385,4.071,3140.319,4
7.342,4.42,1.411,5.97,2276.626,4
7.219,0.792,10.794,3.846,4709.443,4
8.11,4.63,21.53,3.48,2221.136,4
7.66,2.751,4.026,3.735,4697.389,4
7.26,0.166,11.925,2.865,519.598,4
7.4,3.535,22.339,7.096,1293.603,4
7.531,3.151,21.268,2.064,1414.487,4
7.187,4.939,20.924,8.078,4795.254,4
7.76,4.197,21.894,6.002,4537.098,4
6.968,0.772,21.761,4.075,2655.578,4
6.649,0.585,7.931,4.467,4694.339,4
8.019,4.506,7.804,9.974,3190.046,4
7.815,4.062,19.411,8.745,4648.501,4
7.973,3.631,20.831,2.927,4347.316,4
7.333,3.76,23.938,5.78,1230.964,4
7.643,1.151,23.997,2.175,1150.06,4
6.621,3.804,21.752,6.899,4325.75,4
8.461,3.625,5.644,4.044,3327.71,4
7.025,2.464,20.783,3.142,101.061,4
6.574,4.356,16.786,9.533,31.178,4
8.389,0.976,19.854,2.018,4187.265,4
8.03,3.33,15.128,3.334,3333.915,4
8.175,4.392,18.829,8.807,121.903,4
7.889,4.813,19.559,6.636,4779.993,4
8.112,2.575,6.914,2.468,961.283,4
7.012,2.682,23.008,2.106,1609.258,4
8.324,2.919,7.767,3.923,1114.806,4
8.267,4.076,5.169,7.319,1177.271,4
7.119,2.21,2.089,4.887,2951.049,4
7.675,2.134,19.75,3.597,2773.476,4
7.001,1.757,8.217,3.976,1589.572,4
7.671,0.64,3.063,4.826,4747.445,4
7.303,4.292,18.328,3.424,3299.264,4
7.871,1.925,14.821,3.417,4203.562,4
7.067,3.257,19.423,5.387,2977.517,4
7.312,3.569,11.223,9.459,3034.055,4
6.537,2.067,3.297,3.895,970.333,4
7.606,4.049,5.768,4.309,2713.406,4
8.328,3.52,2.14,7.838,4787.703,4
7.937,4.328,8.65,2.407,1379.527,4
8.282,0.03,19.897,4.725,2522.926,4
7.534,2.917,21.021,4.484,3663.653,4
7.346,4.411,23.8,8.102,357.71,4
8.161,3.984,4.499,4.31,1106.651,4
6.795,3.673,2.02,7.924,360.113,4
7.167,4.457,23.145,4.999,1623.073,4
7.053,4.612,7.466,8.452,586.055,4
7.842,3.639,10.428,7.451,3596.582,4
7.07,3.328,21.053,7.576,3872.609,4
7.254,2.943,5.335,3.837,3944.655,4
7.839,1.227,21.555,4.594,2438.946,4
7.036,3.269,9.474,9.311,3926.398,4
8.44,2.151,19.586,3.758,4345.472,4
8.296,3.91,22.194,4.445,2232.333,4
8.261,0.412,11.897,3.61,1126.208,4
7.419,3.781,24.995,5.587,4514.09,4
6.521,0.763,2.149,3.858,4854.523,4
8.016,4.042,7.15,6.165,3626.322,4
7.293,2.309,11.624,4.416,925.14,4
7.21,0.635,9.382,2.764,4543.675,4
6.945,4.644,24.819,7.427,3500.445,4
6.79,1.769,14.663,3.308,3672.792,4
7.592,0.515,21.936,2.548,1767.777,4
8.267,3.932,13.17,3.442,4042.672,4
8.259,3.112,22.403,8.366,124.003,4
7.296,4.385,10.504,2.948,684.476,4
6.572,3.086,9.589,4.646,545.377,4
7.62,4.58,4.809,3.554,4179.412,4
7.157,2.828,17.921,4.801,4968.668,4
7.239,0.363,1.127,4.135,4937.042,4
8.081,3.453,11.802,8.633,3825.521,4
7.495,3.132,17.503,7.049,3253.921,4
7.312,3.649,0.142,4.7,983.447,4
7.83,2.077,21.067,2.802,3269.142,4
7.074,4.479,11.205,8.206,800.033,4
7.777,2.191,5.078,3.627,2834.218,4
7.137,0.494,13.562,4.936,3200.536,4
6.545,3.193,4.989,9.414,2508.106,4
6.852,4.809,13.515,9.728,4637.46,4
7.636,0.59,20.526,4.605,35.246,4
7.478,4.659,13.257,7.754,4753.886,4
6.742,3.065,7.927,3.755,2391.689,4
8.392,1.405,6.387,3.157,1330.259,4
8.243,4.1,7.174,4.369,4902.976,4
7.344,3.644,13.828,5.674,2929.169,4
7.627,4.817,23.527,4.451,3801.996,4
7.882,3.231,12.587,8.437,1221.763,4
6.912,3.181,19.143,6.231,4712.538,4
8.168,2.5,13.643,3.783,1124.945,4
6.631,3.576,24.623,8.828,59.044,4
6.694,4.989,3.13,8.69,717.898,4
7.579,2.544,11.486,4.899,444.463,4
7.421,3.824,1.322,3.307,3188.14,4
6.621,3.113,6.704,9.66,1450.061,4
7.072,4.13,1.335,3.23,3778.902,4
7.275,1.709,1.495,3.04,4835.436,4
8.466,1.516,17.878,3.279,3191.716,4
6.594,1.73,22.784,4.688,1400.882,4
7.143,4.938,4.83,4.083,462.65,4
7.555,0.133,4.068,3.617,3074.941,4
8.103,0.93,14.64,4.659,4772.827,4
7.783,3.074,16.797,7.279,3863.861,4
8.345,4.815,2.591,6.807,1047.938,4
8.352,4.257,1.41,3.02,2632.059,4
7.924,4.088,0.124,7.765,879.239,4
7.74,2.084,15.419,3.45,3246.711,4
6.766,4.167,12.211,6.701,3730.774,4
7.575,4.918,7.018,9.754,2918.117,4
8.137,2.481,4.033,2.892,2073.111,4
6.838,1.316,8.936,4.412,3347.28,4
6.837,4.425,7.835,6.129,627.522,4
7.35,1.424,22.209,2.937,1841.825,4
7.716,4.267,17.557,6.409,549.722,4
7.508,1.67,5.954,2.328,1556.871,4
8.165,3.981,9.409,9.213,3029.053,4
7.446,3.969,14.477,9.604,1198.951,4
7.528,3.469,20.795,3.028,2723.427,4
8.252,4.759,7.194,4.917,845.931,4
6.705,1.783,18.12,3.917,3817.129,4
6.918,0.566,3.274,3.556,3368.226,4
7.201,0.318,1.652,3.582,1401.608,4
8.304,0.712,20.747,4.292,1319.842,4
6.814,1.342,14.395,2.805,3532.068,4
6.934,4.333,10.248,6.636,3251.322,4
8.294,3.635,2.003,3.873,3596.132,4
7.846,3.861,17.038,2.361,4158.294,4
8.346,4.66,11.969,3.519,3168.671,4
7.961,3.599,9.186,6.389,42.031,4
7.028,1.16,18.588,2.092,1483.284,4
8.407,0.719,19.694,4.562,63.627,4
7.88,3.085,4.601,6.096,927.297,4
7.538,3.08,22.684,4.007,2561.493,4
7.927,0.676,19.006,3.351,225.5,4
8.041,1.488,20.421,2.818,4897.437,4
8.259,3.985,16.445,5.554,1173.534,4
7.246,3.955,22.018,6.332,2055.356,4
6.696,0.889,4.72,4.377,3716.839,4
8.411,1.271,3.689,3.901,2034.344,4
6.5,3.118,20.39,2.505,2865.9,4
7.008,3.348,3.305,5.178,1778.556,4
6.604,3.994,1.806,8.029,3730.046,4
8.026,4.982,12.646,6.728,1305.758,4
6.871,0.863,13.498,4.986,4103.342,4
7.137,2.092,24.845,2.654,3199.094,4
6.649,3.035,17.771,8.66,1456.102,4
7.363,4.491,19.324,8.456,4737.476,4
6.695,1.46,22.237,3.132,3993.082,4
8.256,3.898,10.771,8.365,1626.104,4
7.233,0.037,18.977,2.155,4885.12,4
7.303,0.342,18.828,2.222,1358.534,4
7.95,3.133,15.862,8.205,38.854,4
7.42,3.375,24.991,6.496,3948.224,4
8.057,0.705,11.807,3.29,1221.643,4
7.88,3.614,6.066,9.353,2449.353,4
6.946,3.845,24.97,6.529,2140.459,4
7.301,2.892,6.855,3.996,4585.662,4
7.356,3.872,9.467,6.708,4552.177,4
7.003,0.106,17.568,3.079,738.939,4
7.792,4.677,1.582,4.266,1924.017,4
6.889,1.525,1.333,2.745,2751.042,4
8.05,3.324,16.235,9.337,4747.011,4
7.097,0.727,9.212,3.534,4097.563,4
8.424,3.718,6.724,9.949,2443.92,4
6.706,3.828,21.748,4.541,1267.669,4
8.137,4.864,2.531,7.596,44.246,4
8.211,4.963,6.944,5.112,4611.632,4
6.534,4.41,18.803,2.084,2955.298,4
6.888,1.044,18.365,2.425,12.123,4
7.948,3.559,16.098,4.583,3959.809,4
8.123,2.921,12.904,2.822,1483.82,4
6.628,2.05,21.772,4.418,278.033,4
7.937,4.538,18.684,7.408,4647.907,4
7.48,4.109,7.553,9.375,567.553,4
6.929,1.89,21.179,4.211,1842.882,4
7.793,3.29,2.303,2.333,4860.754,4
8.128,2.333,1.169,3.422,3816.218,4
8.287,2.464,5.334,3.635,2514.57,4
7.963,2.198,12.654,3.698,3522.829,4
8.369,2.669,5.496,4.452,3179.657,4
7.103,1.427,1.642,3.151,1626.121,4
8.195,4.139,4.96,7.431,4039.758,4
7.551,1.002,0.565,2.786,287.798,4
7.086,4.778,7.482,5.216,4543.079,4
7.365,3.591,7.318,7.039,330.137,4
7.359,3.701,8.691,4.903,2767.977,4
6.929,0.786,12.714,4.245,815.564,4
8.394,0.344,5.881,3.961,1927.781,4
7.28,2.81,16.229,2.774,1638.809,4
7.687,4.727,6.619,2.674,2556.666,4
7.893,4.341,3.784,6.482,1467.266,4
6.89,4.961,10.994,8.244,2697.099,4
6.862,3.37,12.405,8.033,2681.277,4
7.046,0.127,6.208,4.421,3201.072,4
7.417,2.618,2.257,2.221,3311.608,4
8.107,0.189,7.322,4.35,2781.507,4
8.232,2.438,12.742,4.043,3277.892,4
6.839,4.848,6.594,7.941,3187.68,4
8.132,2.655,16.824,4.676,4843.141,4
7.9,3.061,17.56,7.759,932.962,4
7.011,3.894,7.285,8.585,3696.296,4
7.054,4.272,10.737,5.056,1564.867,4
7.272,4.285,14.739,9.534,1148.304,4
8.111,3.225,6.619,6.836,911.222,4
7.203,3.942,6.41,2.857,2939.003,4
8.062,3.398,5.964,9.195,862.128,4
7.37,1.557,8.6,4.441,2010.359,4
6.783,1.486,10.45,4.771,2563.444,4
8.304,3.147,18.884,3.508,1522.168,4
6.761,0.23,3.772,4.199,4450.658,4
8.283,1.609,23.651,4.461,2061.728,4
8.422,3.092,1.03,7.381,4982.851,4
7.642,4.844,22.307,8.042,4674.703,4
7.969,3.59,7.932,4.528,410.437,4
7.448,3.597,6.397,5.751,1096.437,4
7.804,3.268,17.081,3.223,3706.299,4
8.021,2.544,14.782,2.022,2282.58,4
7.702,4.401,16.28,7.118,4161.189,4
8.151,1.999,19.451,3.72,4807.953,4
7.973,0.204,7.324,4.862,3001.014,4
7.72,2.235,14.137,4.736,1355.535,4
8.31,4.88,16.327,7.604,1742.148,4
7.872,3.474,19.321,9.077,4637.131,4
6.615,0.438,6.135,2.566,3688.862,4
7.447,4.866,20.02,4.987,2899.613,4
8.323,1.625,12.461,3.975,2527.319,4
6.698,4.551,15.726,6.516,4627.856,4
6.986,0.534,12.724,2.786,3349.129,4
8.11,2.388,1.046,3.152,4272.569,4
7.799,4.67,2.834,3.997,971.338,4
8.152,2.688,15.082,4.729,1330.11,4
6.607,3.969,22.606,7.304,3860.01,4
7.437,0.567,39.745,4.55,508.605,5
8.084,3.111,49.332,4.716,1621.712,5
7.546,2.772,48.987,4.45,51.989,5
7.988,3.692,31.684,8.546,1591.431,5
6.944,2.465,41.269,8.426,3210.481,5
7.492,0.897,28.835,8.045,4998.282,5
7.584,1.562,31.979,5.501,2945.931,5
6.765,1.747,42.381,3.153,4594.133,5
6.658,0.814,48.853,9.452,3060.916,5
8.408,0.551,46.066,4.217,1414.344,5
7.62,3.073,48.568,7.404,3721.524,5
6.875,4.61,32.466,5.267,1004.47,5
6.769,4.33,31.067,3.061,475.431,5
6.914,3.584,48.085,2.988,1835.226,5
7.615,0.979,44.85,7.607,4300.131,5
7.241,1.216,35.3,8.31,2487.038,5
7.312,1.835,33.673,6.381,3113.91,5
6.517,4.238,45.246,2.404,2247.246,5
6.745,0.77,30.094,2.665,999.663,5
7.134,4.323,25.104,2.681,4515.925,5
7.765,2.641,40.488,9.713,104.209,5
8.458,2.67,42.805,5.478,4624.015,5
8.044,3.147,29.27,7.555,2247.415,5
7.731,4.689,42.698,6.175,1667.542,5
7.548,0.158,45.323,9.432,4446.958,5
7.418,1.311,47.784,6.158,23.972,5
7.836,0.346,35.797,6.096,2899.127,5
7.444,2.55,49.923,9.81,2493.495,5
8.435,0.971,32.329,3.739,4040.726,5
8.306,2.837,48.373,9.64,2789.421,5
6.887,2.487,35.237,4.621,1321.998,5
8.155,4.976,35.061,6.657,788.601,5
7.17,0.816,30.606,4.136,3183.663,5
7.472,4.938,32.922,2.374,3951.347,5
6.694,2.125,28.011,4.048,2665.167,5
8.463,2.527,49.032,6.742,2314.149,5
6.826,2.124,43.199,5.682,2928.252,5
7.13,2.325,35.491,7.667,3713.347,5
7.24,1.577,42.493,6.004,1481.42,5
7.226,4.848,46.257,7.231,2852.638,5
7.101,4.452,37.44,4.522,1832.602,5
6.804,2.859,47.62,2.672,2677.298,5
7.51,4.753,35.974,5.968,556.074,5
7.036,0.515,32.429,7.022,85.635,5
7.841,2.837,49.837,8.889,932.842,5
6.824,3.992,36.35,5.141,807.08,5
6.554,3.003,30.436,8.312,2807.948,5
7.013,0.465,39.075,2.483,4912.612,5
6.882,1.014,29.205,5.097,2516.227,5
6.552,3.369,30.353,8.342,3952.837,5
7.812,1.334,48.519,8.751,2466.795,5
7.299,2.511,45.109,4.785,3267.255,5
6.961,2.002,37.921,9.562,3854.415,5
7.353,1.535,27.022,3.617,2608.394,5
6.867,3.378,41.877,8.302,3392.089,5
7.803,1.394,47.448,9.524,25.965,5
7.386,3.335,27.146,9.658,2204.513,5
7.484,2.161,26.446,2.994,3026.088,5
6.572,3.237,26.878,3.839,1700.982,5
6.839,2.659,45.471,7.057,2373.33,5
6.942,1.519,49.379,5.044,4151.371,5
6.91,1.319,37.408,3.369,1535.591,5
6.8,1.93,43.357,9.249,2239.172,5
7.729,4.572,46.044,2.805,2923.644,5
7.33,3.886,47.197,5.348,4571.848,5
7.306,4.244,35.189,6.937,3058.374,5
7.58,0.768,32.045,3.616,1206.149,5
7.745,4.617,39.368,7.091,4109.668,5
7.758,2.599,47.105,6.913,3901.411,5
7.957,4.14,41.457,7.471,35.625,5
7.138,3.26,31.445,9.751,2848.509,5
8.019,3.889,41.546,5.794,942.892,5
8.001,3.125,38.449,4.655,4003.837,5
7.217,1.517,34.287,4.783,1037.474,5
7.593,0.747,41.87,8.212,658.66,5
8.312,0.266,33.877,4.712,4685.252,5
7.664,0.878,39.401,9.088,1251.14,5
6.523,4.056,45.864,6.55,3081.619,5
7.138,1.938,43.385,3.458,2482.77,5
6.839,1.75,39.23,5.277,3080.639,5
7.211,3.89,32.18,4.518,2314.651,5
8.423,3.771,48.318,3.91,3606.518,5
6.586,2.137,44.822,8.948,823.386,5
8.321,3.522,47.863,8.074,298.605,5
7.629,4.538,43.253,2.79,4536.491,5
7.99,4.961,32.503,5.892,3287.894,5
7.219,0.835,34.344,9.988,1995.722,5
6.513,3.931,34.32,2.778,1542.743,5
7.91,1.433,30.453,2.12,1285.516,5
7.099,1.083,32.274,2.894,1263.15,5
8.194,0.168,37.206,7.707,1352.625,5
7.893,2.586,38.307,2.64,1339.306,5
7.735,1.47,36.474,4.733,3899.367,5
7.469,0.666,39.415,4.585,1085.667,5
6.911,3.864,26.541,2.223,4777.22,5
8.009,2.82,28.728,3.853,3228.183,5
6.853,0.604,49.259,7.148,2301.26,5
6.642,0.565,28.895,3.982,1423.18,5
7.345,3.228,46.033,2.802,4371.192,5
6.708,0.415,43.938,7.066,1668.333,5
7.161,2.216,49.427,6.101,3511.153,5
6.717,1.739,44.454,7.989,4663.033,5
7.684,3.794,38.522,5.598,209.293,5
8.313,2.763,31.234,9.21,3567.673,5
8.358,4.469,25.989,7.594,4330.588,5
7.978,1.86,39.998,6.583,3129.283,5
7.68,0.54,26.894,9.048,3286.08,5
7.959,2.528,43.589,3.281,1720.399,5
7.223,3.407,36.63,7.218,1460.336,5
7.669,3.748,33.903,9.824,4571.615,5
7.351,3.841,33.081,2.013,4409.226,5
6.891,2.964,32.696,3.076,2251.208,5
7.755,2.166,37.875,8.49,276.981,5
7.817,0.765,33.426,4.31,3876.434,5
7.709,0.572,48.839,6.79,161.881,5
7.592,2.424,40.346,7.336,1023.991,5
6.737,4.236,27.011,6.026,1032.278,5
6.718,2.791,31.554,6.362,1100.762,5
6.643,3.481,29.672,4.982,1623.225,5
7.1,4.872,47.536,7.633,4729.275,5
6.736,1.119,47.95,8.113,3409.629,5
7.331,4.634,35.204,3.461,3283.611,5
6.976,1.896,47.972,3.903,2763.681,5
7.364,2.815,32.479,6.156,3382.15,5
6.563,3.033,43.301,5.652,1394.08,5
6.595,1.503,44.641,3.523,1503.72,5
7.706,3.098,30.824,3.16,2214.173,5
7.138,0.665,41.005,5.655,3856.477,5
8.002,2.624,49.114,8.688,4200.656,5
7.072,3.499,36.023,7.906,3517.974,5
7.387,3.272,36.052,7.076,1553.515,5
7.374,2.054,47.59,4.348,2967.77,5
7.156,4.765,31.873,4.328,3208.916,5
7.561,4.635,26.318,4.657,2127.54,5
6.878,0.7,37.742,7.587,2162.454,5
7.923,1.663,25.068,9.018,4193.658,5
7.573,4.986,32.898,4.336,2238.666,5
7.83,4.021,42.066,2.323,3576.419,5
7.547,0.338,45.962,3.945,1150.636,5
6.596,1.065,27.648,3.498,3829.013,5
7.575,4.667,34.547,7.253,2588.634,5
7.734,2.694,35.049,8.317,4286.28,5
7.805,3.722,35.808,4.487,2153.21,5
7.93,0.655,32.989,6.099,4536.795,5
7.335,4.129,34.533,7.687,2904.913,5
8.108,2.851,47.163,8.394,2196.239,5
8.014,4.271,29.877,7.537,4644.947,5
7.053,4.106,30.673,9.278,488.593,5
7.946,3.764,38.462,8.64,4504.337,5
7.553,4.951,45.704,9.269,2451.969,5
8.432,4.701,39.525,9.161,3659.297,5
6.913,0.217,36.854,2.877,2296.694,5
6.945,3.752,39.799,7.452,591.739,5
8.007,4.57,47.947,3.399,3734.817,5
7.17,0.24,31.709,6.729,1597.799,5
7.224,0.07,41.277,7.119,1746.658,5
8.435,4.874,38.176,7.81,3912.32,5
7.588,2.205,42.818,2.258,4349.671,5
7.673,3.351,25.306,2.57,3250.097,5
8.233,2.052,42.532,4.98,4695.452,5
6.674,3.521,33.561,4.892,2571.763,5
8.278,0.213,48.703,2.261,3309.858,5
8.39,4.851,48.467,3.0,230.931,5
8.071,2.91,45.226,5.169,4265.068,5
7.684,2.997,34.877,5.513,956.342,5
7.695,3.901,35.99,4.385,158.19,5
6.556,0.354,41.022,5.815,4142.412,5
6.695,3.345,29.299,4.597,2968.76,5
6.919,1.099,35.507,4.815,3753.352,5
6.641,1.413,27.486,2.822,2171.659,5
7.805,4.803,48.443,4.97,4666.189,5
7.611,3.355,46.562,8.588,4396.138,5
8.383,3.4,30.294,5.084,1798.708,5
6.532,2.626,26.069,7.943,4297.628,5
7.337,3.038,28.492,2.919,310.992,5
7.282,4.066,35.026,2.022,2471.51,5
6.947,4.461,27.181,4.768,762.147,5
7.909,4.179,33.514,3.928,2482.504,5
7.448,2.939,41.801,7.176,3544.306,5
7.565,4.062,47.421,4.747,695.074,5
6.969,3.966,40.589,6.308,1201.28,5
7.155,2.456,27.535,7.993,3278.746,5
8.439,3.221,34.576,6.496,2696.894,5
8.492,0.53,25.747,7.401,857.386,5
7.231,3.167,35.729,3.901,4558.914,5
7.776,2.255,30.311,8.402,4823.853,5
6.762,0.098,32.496,5.064,1658.559,5
8.334,3.496,49.518,7.592,1329.828,5
7.05,2.292,26.517,5.852,1427.123,5
6.911,4.292,45.771,7.405,2598.4,5
7.044,2.164,32.667,6.706,66.121,5
8.191,0.652,31.239,7.11,4334.702,5
6.754,0.392,34.261,4.833,1428.567,5
7.81,1.408,29.765,5.369,3861.966,5
7.083,3.254,49.725,4.886,2328.351,5
8.494,4.482,31.602,6.427,3302.763,5
8.373,4.592,35.103,8.915,557.057,5
6.886,4.906,33.879,4.686,914.382,5
8.482,4.88,43.738,4.747,292.782,5
7.505,1.1,45.877,3.493,4344.363,5
8.495,2.622,47.268,3.795,4390.739,5
7.558,1.611,31.181,5.269,4681.152,5
6.529,2.829,29.466,2.311,3515.712,5
7.582,4.577,37.233,6.08,3924.82,5
7.004,2.313,41.189,3.086,1775.887,5
6.864,4.858,41.85,4.529,4265.911,5
6.964,4.062,46.603,8.267,2027.891,5
7.551,2.949,40.764,4.408,3517.682,5
6.579,3.6,25.95,8.351,2562.733,5
7.336,4.631,41.99,7.225,2461.111,5
7.111,4.97,46.843,3.869,2837.346,5
7.153,0.257,31.245,6.168,3289.401,5
6.859,0.103,34.968,8.086,3924.662,5
6.749,0.284,31.006,7.26,116.982,5
7.176,0.15,25.443,5.432,1229.687,5
8.023,1.53,44.314,7.444,1389.871,5
7.221,1.842,43.02,2.085,1222.957,5
8.419,2.008,38.817,3.083,4265.108,5
6.872,4.676,26.228,7.332,4239.208,5
7.391,3.966,39.952,8.592,4998.488,5
8.376,1.744,33.901,8.71,1359.189,5
7.51,4.146,32.826,9.673,1658.356,5
7.925,2.627,25.61,3.898,2508.691,5
7.273,4.774,34.319,8.197,955.083,5
8.4,0.78,30.619,5.098,2070.247,5
7.542,4.825,40.852,4.401,4087.965,5
7.049,4.323,28.917,7.013,3316.633,5
7.188,2.578,40.853,9.961,602.458,5
7.612,0.658,25.226,3.473,1053.205,5
7.952,2.412,38.913,8.48,728.077,5
7.901,0.796,45.18,3.396,4201.097,5
6.919,4.842,34.001,2.28,241.915,5
6.793,4.79,25.635,7.708,2082.448,5
8.346,0.292,31.014,2.308,2989.851,5
7.854,0.451,45.827,6.981,4738.273,5
8.136,4.659,31.599,7.388,1503.546,5
7.736,1.6,41.542,6.761,3983.22,5
8.008,1.521,37.065,8.159,2921.581,5
7.133,3.323,29.547,7.637,4685.145,5
7.011,2.097,39.02,8.819,2265.137,5
6.905,1.221,30.956,4.435,3405.316,5
6.572,4.691,31.559,9.882,1753.876,5
6.568,0.995,25.731,9.791,1537.188,5
7.317,4.179,29.581,2.173,3395.464,5
6.612,0.552,38.958,4.492,1047.086,5
7.655,0.435,43.33,9.101,3239.314,5
6.916,2.327,29.681,7.934,4977.355,5
7.587,1.247,27.532,7.226,3497.227,5
7.755,1.355,48.168,6.654,1082.035,5
8.121,3.16,35.767,8.885,1103.528,5
8.171,1.563,38.769,5.673,1219.935,5
8.447,1.0,35.74,3.67,1269.979,5
6.686,2.763,36.088,6.272,3057.181,5
6.787,1.112,28.459,3.57,4150.548,5
8.432,1.578,31.186,7.31,1809.339,5
8.207,4.987,32.345,4.332,4665.561,5
7.151,3.351,34.773,2.328,4201.414,5
6.957,2.447,27.927,6.328,2345.601,5
6.505,4.033,39.628,3.773,4100.277,5
8.283,2.145,48.578,9.18,1290.323,5
