MolecularWeight,TPSA,Complexity,HeavyAtomCount,RotatableBondCount,RDKit_logP,RDKit_TPSA,RDKit_MolWt,LD50
260.4,101,167,13,7,3.3785,18.46,260.386,3.24
328.8,101,252,17,7,4.6826,18.46,328.848,3.517
269.3,113,298,15,5,1.3434,55.84,269.284,4.585
287.3,139,315,15,5,1.8898,55.84,287.324,3.626
349.3,101,275,17,6,5.2935,18.46,349.266,3.668
349.3,101,265,17,6,5.2935,18.46,349.266,2.897
314.8,101,239,16,6,4.6401,18.46,314.821,3.817
280.4,101,211,15,6,3.9867,18.46,280.376,4.244
314.8,101,247,16,6,4.6401,18.46,314.821,4.384
313.2,101,225,14,7,4.2466,18.46,313.233,3.566
271.1,50.6,239,14,3,3.9579,18.46,271.105,3.232
218.3,66.6,178,12,3,3.3644,9.23,218.283,3.163
298.8,91.9,231,15,5,4.7085,9.23,298.822,3.984
164.98,41.3,77.6,6,1,2.3349,9.23,164.981,2.885
306.5,76.6,271,15,3,3.8552,44.48,306.538,2.641
124.08,27.7,31.7,7,3,1.1525,27.69,124.076,1.89
158.18,51.6,85.7,7,2,1.4335,18.46,158.184,2.199
216.2,59.8,233,13,1,2.4665,27.69,216.198,3.326
186.23,51.8,219,12,2,1.33012,43.37,186.232,2.737
172.2,51.8,196,11,2,1.0217,43.37,172.205,2.367
126.13,61,107,7,2,-0.476,52.6,126.133,2.789
110.13,51.8,105,6,1,-0.4076,43.37,110.134,2.69
309.28,96.4,373,20,4,3.9919,61.6,309.283,4.587
307.69,96.4,365,18,5,3.682,61.6,307.695,3.983
391.73,96.4,449,23,7,4.9673,61.6,391.735,3.695
190.65,42.5,209,11,1,1.7435,34.14,190.651,2.678
308.31,110,450,21,4,2.7586,98.54,308.315,3.188
241.09,51.8,259,13,2,2.3318,43.37,241.095,1.936
78.14,36.3,29,4,0,-0.0053,17.07,78.136,0.731
98.1,42.5,95.3,5,0,-0.0845,34.14,98.098,4.691
135.3,60.6,70.1,7,1,1.1959,3.24,135.257,3.339
354.5,160,393,21,8,3.0792,83.8,354.479,3.345
124.21,25.3,55.4,8,1,2.4085,0,124.208,2.144
330.5,57.1,350,22,5,4.9629,6.48,330.522,2.358
370.6,57.1,432,25,4,5.8856,6.48,370.587,2.571
241.36,88,182,16,5,2.2341,62.73,241.364,2.127
149.21,88.6,97,9,4,0.1514,63.32,149.215,0.617
104.17,42.4,36.5,6,3,0.9384,17.07,104.174,1.374
118.2,34.5,45.3,7,4,1.5095,9.23,118.201,1.561
172.3,75.9,31.7,7,3,3.3023,0,172.28,3.215
162.18,0,104,10,0,1.741,0,162.186,2.719
202.06,47.6,271,13,2,1.93946,47.58,202.057,1.891
215.38,17.1,157,10,2,2.488,17.07,215.385,2.891
198.93,17.1,141,10,2,2.2187,17.07,198.93,3.513
237.38,0,150,11,1,3.5542,0,237.382,1.199
197.38,0,60.4,7,0,2.5085,0,197.381,1.541
254.03,9.2,199,15,2,3.3132,9.23,254.023,1.104
225.55,45.8,228,14,0,3.267,43.14,225.553,2.322
187.12,29.4,220,13,1,2.6727,29.43,187.12,2.283
317.65,55.1,367,21,2,5.0593,52.37,317.65,2.502
290.24,34.1,411,21,1,3.8682,34.14,290.24,3.166
191.11,45.8,199,13,0,2.6136,43.14,191.108,2.496
422.82,28.7,276,16,0,4.8692,28.68,422.824,4.77
231.13,74.5,291,16,0,2.4899,71.82,231.133,4.34
255.02,28.7,249,15,0,3.8885,28.68,255.026,4.89
345.02,120,456,21,0,3.7049,114.96,345.02,3.47
323.9,28.7,303,17,0,5.1953,28.68,323.916,6.121
276.13,120,393,19,0,2.3981,114.96,276.13,4.26
265.57,74.5,322,17,0,3.1433,71.82,265.578,4.68
276.13,120,393,19,0,2.3981,114.96,276.13,4.38
255.02,28.7,249,15,0,3.8885,28.68,255.026,4.51
289.5,28.7,276,16,0,4.5419,28.68,289.471,5.28
265.57,74.5,322,17,0,3.1433,71.82,265.578,4.98
231.13,74.5,291,16,0,2.4899,71.82,231.133,4.8
255.02,28.7,249,15,0,3.8885,28.68,255.026,4.29
220.58,28.7,221,14,0,3.2351,28.68,220.581,4.06
210.08,32.7,158,13,2,2.0944,32.67,210.077,2.845
184.49,9.2,102,10,2,2.3528,9.23,184.491,1.587
252.73,25.3,196,16,3,4.7714,0,252.741,1.926
130.08,58.2,199,9,0,-0.7977,65.72,130.078,2.752
217.24,61.8,219,15,3,1.9816,61.77,217.244,4.07
229.9,9.2,93.7,10,3,2.9076,9.23,229.893,4.106
393.732,0,8,4,0,2.575,0,393.731,3.045
204.01,0,46.1,7,0,2.2912,0,204.01,2.055
129.16,23.8,155,10,1,2.22338,23.79,129.162,1.493
80.09,47.6,92,6,1,0.81376,47.58,80.09,2.25
108.14,47.6,113,8,3,1.59396,47.58,108.144,2.844
123.16,59.6,126,9,4,0.40336,59.61,123.159,1.659
140.21,72.9,129,9,4,1.54696,47.58,140.211,1.522
126.16,36.3,120,9,1,-0.15782,36.26,126.159,2.011
260.3,24.1,231,20,4,5.1738,24.06,260.34,2.041
211.26,50.4,225,16,3,3.14537,47.91,211.268,2.62
68.08,28.7,28.1,5,0,0.4097,28.68,68.079,1.829
117.15,15.8,101,9,0,2.1679,15.79,117.151,2.069
88.07,86.2,75.5,6,0,-2.043,86.18,88.066,2.294
375.5,66.6,506,27,7,2.5944,66.64,375.488,3.37
259.22,151,329,18,3,-2.7009,151.06,259.218,1.922
166.13,88.9,191,12,1,0.6937,86.23,166.136,2.543
177.2,52.3,191,13,4,1.3503,52.32,177.203,2.356
402,74.9,514,27,5,4.5301,49.57,401.963,2.812
236.27,46.3,326,18,0,3.3872,46.33,236.274,2.082
178.19,72.2,198,13,2,0.424,72.19,178.191,2.047
136.15,55.1,119,10,1,1.1772,55.12,136.154,1.833
150.18,55.1,130,11,2,0.8549,55.12,150.181,1.745
198.14,126,261,14,2,0.19,123.76,198.138,2.526
213.66,52.3,181,14,5,1.9318,52.32,213.664,2.64
245.66,81.8,219,16,6,1.175,81.78,245.662,2.59
201.29,58.1,214,14,2,2.6684,26.02,201.294,3.526
186.66,70.1,151,11,1,1.9955,38.05,186.667,3.873
221.11,70.1,177,12,1,2.6489,38.05,221.112,2.867
152.22,70.1,119,10,1,1.3421,38.05,152.222,4.705
116.19,70.1,79.8,7,2,0.0056,38.05,116.189,2.764
121.16,64.3,75.3,7,2,-0.6719,63.32,121.161,1.807
60.056,69.1,29,4,0,-0.9762,69.11,60.056,0.851
43.07,26,10.3,3,0,0.0886,26.02,43.069,1.367
45.041,43.1,12.3,3,0,-0.8985,43.09,45.041,0.908
129.16,63.3,127,9,1,0.3425,63.32,129.159,2.649
357.4,176,629,23,4,2.1776,159.48,357.369,1.383
262.02,118,250,14,0,1.8477,112.3,262.019,1.766
259.34,63.3,338,19,2,3.4309,63.32,259.349,3.681
253.29,52.3,308,19,5,3.139,52.32,253.301,1.705
169.22,26,149,13,1,2.9358,26.02,169.227,1.859
207.61,60.2,335,14,0,1.4747,60.16,207.616,2.184
221.64,58.7,332,15,1,1.4681,60.91,221.647,2.535
196.5,26,108,10,0,3.229,26.02,196.464,1.708
162.01,26,97.1,9,0,2.5756,26.02,162.019,1.747
153.14,97.9,156,11,0,0.7592,95.18,153.141,2.352
108.14,52,62.9,8,0,0.851,52.04,108.144,2.005
109.13,46.3,74.9,8,0,0.9744,46.25,109.128,1.924
147.14,77.6,139,11,0,0.002,77.58,147.141,2.296
153.14,97.9,156,11,0,0.7592,95.18,153.141,1.697
154.12,92.1,156,11,0,0.8826,89.39,154.125,2.021
161.12,26,132,11,0,2.2876,26.02,161.126,2.526
138.12,71.8,132,10,0,1.177,69.16,138.126,2.412
186.21,46.3,283,14,1,1.4197,48.02,186.214,1.908
188.21,115,246,12,1,0.0977,106.41,188.208,1.733
172.02,26,66.9,8,0,2.0313,26.02,172.025,2.577
138.12,71.8,124,10,0,1.177,69.16,138.126,2.265
248.3,94.6,306,17,2,1.6838,86.18,248.307,2.395
249.29,93.5,331,17,3,1.4646,85.08,249.295,1.198
300.34,106,442,21,3,2.0128,97.97,300.343,2.341
172.21,94.6,211,11,1,-0.0838,86.18,172.209,1.645
239.25,109,350,16,1,1.3743,100.62,239.252,1.586
219.02,26,66.9,8,0,1.8734,26.02,219.025,2.622
238.24,86.2,346,18,0,1.6264,86.18,238.246,1.614
184.24,38.1,156,14,2,3.0124,38.05,184.242,2.599
109.13,46.3,66.9,8,0,0.9744,46.25,109.128,2.464
200.24,61.3,162,15,2,2.6433,61.27,200.241,2.441
150.2,75.1,141,10,1,1.84198,49.81,150.206,2.796
216.3,77.3,162,15,2,3.0022,52.04,216.309,2.381
223.25,88.8,322,15,1,1.6687,80.39,223.253,1.061
226.3,67.2,240,16,1,3.5455,38.91,226.304,1.886
93.13,26,46.1,7,0,1.2688,26.02,93.129,2.571
138.12,71.8,132,10,0,1.177,69.16,138.126,1.936
94.11,38.9,48,7,0,0.6638,38.91,94.117,3.651
143.18,26,133,11,0,2.422,26.02,143.189,2.294
303.3,152,531,19,2,0.9154,134.76,303.317,2.181
209.25,88.9,329,15,1,-0.1303,95.11,209.253,2.2
357.1,50.4,449,22,0,2.6311,50.41,357.098,4.274
166.18,103,148,12,2,-0.3897,102.74,166.188,1.691
100.14,67.2,48.1,6,0,0.7253,38.91,100.146,2.319
168.58,52.1,155,11,0,2.0634,52.05,168.583,2.528
168.58,52.1,155,11,0,2.0634,52.05,168.583,2.334
213.03,52.1,155,11,0,2.1725,52.05,213.034,2.328
184.58,72.3,181,12,0,1.769,72.28,184.582,2.237
168.58,52.1,155,11,0,2.0634,52.05,168.583,2.614
134.14,52.1,129,10,0,1.41,52.05,134.138,2.349
84.08,67.6,44.8,6,0,-0.6131,67.59,84.082,1.883
166.26,52,204,12,0,0.707,52.04,166.268,2.191
55.08,26,38.5,4,0,-0.4217,26.02,55.08,1.849
153.18,66.5,111,11,2,0.3843,66.48,153.181,2.092
153.18,66.5,119,11,2,0.3843,66.48,153.181,2.594
57.09,26,17.2,4,1,0.1311,26.02,57.096,2.748
136.19,52,83.3,10,2,0.604,52.04,136.198,2.166
142.24,52,73.3,10,2,0.7102,52.04,142.246,2.429
113.16,35.3,90.5,8,1,0.6378,35.25,113.16,2.054
115.17,35.3,65.5,8,1,0.5142,35.25,115.176,2.21
116.2,52,31.5,8,5,0.4642,52.04,116.208,2.19
163.21,64.7,70.7,11,8,-0.6393,64.71,163.217,1.4
220.31,79.7,103,15,12,-0.2662,79.73,220.313,1.711
60.1,52,6,4,1,-1.0962,52.04,60.1,2.08
129.2,41.3,68.7,9,2,-1.1497,41.29,129.207,1.781
130.19,38.5,71.5,9,2,-0.7227,38.49,130.191,1.637
146.23,76.1,49.7,10,7,-1.917,76.1,146.238,1.767
61.08,46.3,10,4,1,-1.0626,46.25,61.084,1.474
105.14,55.5,32.9,7,4,-1.046,55.48,105.137,1.269
140.16,104,134,8,3,-1.8348,95.41,140.164,1.274
305.2,137,452,16,2,0.2882,120.32,305.164,2.07
157.19,68.5,186,10,1,0.334,60.16,157.194,2.2
295.7,135,532,17,1,-0.0609,118.69,295.729,1.471
212.23,94.6,298,14,2,0.6163,86.19,212.23,2.028
170.21,9.2,116,13,2,3.4789,9.23,170.211,1.703
310.3,27.7,247,22,6,5.4503,27.69,310.289,2.288
285.34,38.8,412,21,3,2.9972,38.77,285.343,2.744
240.3,26.3,237,18,6,3.015,26.3,240.302,1.205
222.24,52.6,291,16,9,0.8996,52.6,222.24,3.046
334.4,52.6,411,24,11,4.3458,52.6,334.456,1.953
351.4,53.1,514,26,3,1.9697,53.09,351.406,2.199
330.4,52.6,381,24,6,4.6656,52.6,330.424,1.042
238.28,26.3,271,18,5,3.5568,26.3,238.286,1.775
238.28,26.3,271,18,5,3.4432,26.3,238.286,1.634
212.24,26.3,213,16,4,3.0436,26.3,212.248,2.096
252.31,51.4,356,18,4,1.6646,51.36,252.31,1.75
178.18,38.8,185,13,4,1.2422,38.83,178.187,2.102
252.31,26.3,284,19,6,3.4857,26.3,252.313,1.703
226.27,26.3,225,17,5,3.0861,26.3,226.275,1.656
119.12,29.4,121,9,1,1.6539,29.43,119.123,2.103
218.25,58.9,396,16,2,1.4612,58.86,218.256,2.302
188.18,58.9,239,14,4,1.3582,58.86,188.186,1.546
168.19,58.9,169,12,7,1.2184,58.86,168.196,2.358
320.3,111,539,23,10,0.1827,111.46,320.301,1.151
308.29,111,471,22,10,0.3268,111.46,308.29,1.472
222.24,34.1,304,17,1,2.8494,34.14,222.243,3.135
404.5,76.9,571,29,6,3.7955,57.69,404.491,3.053
158.15,34.1,227,12,0,1.6218,34.14,158.156,2.92
296.3,132,628,20,0,2.15134,81.72,296.332,2.667
446.5,51.4,948,35,0,6.4405,51.44,446.465,1.507
100.07,43.4,102,7,0,-0.15,43.37,100.073,1.821
258.23,83.6,449,19,1,0.0878,83.55,258.233,3.359
114.1,43.4,114,8,0,0.2401,43.37,114.1,1.408
98.14,17.1,68.2,7,0,1.5196,17.07,98.145,1.806
113.16,29.1,90.5,8,0,0.6766,29.1,113.16,1.971
114.14,26.3,88.5,8,0,1.1036,26.3,114.144,1.425
130.21,42.4,90.5,8,0,1.8202,17.07,130.212,2.336
162.19,32.3,175,12,1,0.9279,32.34,162.192,2.909
238.16,121,390,17,2,0.0735,118.05,238.159,2.596
312.4,40.6,472,23,1,2.5349,40.62,312.413,2.041
296.4,69.7,444,21,1,3.4164,41.46,296.395,2.171
281.27,87.3,452,21,1,2.3843,84.6,281.271,2.533
142.07,92.3,222,10,0,-2.0785,92.34,142.07,1.436
252.27,58.2,350,19,2,1.7696,58.2,252.273,2.188
392.4,91.9,678,28,4,2.8709,83.55,392.436,2.363
163.13,55.4,226,12,0,0.4813,63.07,163.132,2.337
129.07,87.3,135,9,0,-2.2485,98.58,129.075,1.224
135.12,38.3,158,10,0,1.1211,46,135.122,2.286
146.15,41.5,200,11,0,0.9231,45.75,146.149,2.597
112.09,58.2,143,8,0,-0.9368,65.72,112.088,1.47
223.23,38.7,331,17,1,2.855,43.1,223.231,2.145
148.11,43.4,187,11,0,0.9972,43.37,148.117,1.566
146.14,26.3,196,11,0,1.793,30.21,146.145,2.698
225.16,101,326,16,2,0.9739,98.18,225.16,1.984
88.06,35.5,60.4,6,0,0.1532,35.53,88.062,0.945
132.16,17.1,121,10,2,1.8987,17.07,132.162,1.775
58.04,34.1,25,4,1,-0.6158,34.14,58.036,1.722
150.13,35.5,157,11,1,1.2278,35.53,150.133,1.745
110.15,17.1,105,8,1,1.5416,17.07,110.156,1.651
112.13,26.3,107,8,1,0.878,26.3,112.128,1.358
72.06,34.1,34.2,5,2,-0.2257,34.14,72.063,2.057
100.12,34.1,51.1,7,4,0.5545,34.14,100.117,2.873
115.13,29.5,78.5,8,0,-0.525,29.54,115.132,1.248
164.2,26.3,117,12,5,1.7922,26.3,164.204,1.604
213.1,137,229,15,0,1.4112,129.42,213.105,2.881
199.2,45.8,210,15,1,3.2618,43.14,199.209,1.951
226.23,76.1,239,16,3,0.1235,73.43,226.236,2.167
222.12,147,229,15,0,-1.6464,139.14,222.117,3.347
227.09,165,218,15,5,-1.0201,157.11,227.085,3.335
198.22,32.7,178,15,2,3.5061,32.67,198.225,1.899
210.32,32.7,178,15,2,3.6352,32.67,210.321,1.624
226.27,32.7,200,17,4,3.3702,32.67,226.279,2.4
148.16,32.7,160,11,0,1.7305,32.67,148.165,2.666
114.15,32.7,78.5,8,0,1.1537,32.67,114.148,2.756
128.17,32.7,87.1,9,0,1.5438,32.67,128.175,2.581
142.2,32.7,97.8,10,0,1.9339,32.67,142.202,2.701
156.23,32.7,107,11,0,2.324,32.67,156.229,2.441
116.12,41.9,86.1,8,0,0.3476,41.9,116.12,2.287
144.13,65.3,115,10,0,-0.0332,65.34,144.134,2.955
115.13,44.7,79.4,8,0,-0.427,44.7,115.136,1.707
116.12,41.9,80.1,8,0,0,41.9,116.12,2.615
173.15,26.1,194,11,3,0.0413,26.1,173.156,3.67
326.3,44.8,325,23,6,5.3315,44.76,326.288,1.97
118.16,42.5,156,7,0,-0.029,34.14,118.157,1.621
120.17,42.5,128,7,0,0.195,34.14,120.173,1.792
136.17,51.8,153,8,0,0.1266,43.37,136.172,2.435
146.15,38.9,123,11,1,1.7366,38.92,146.149,2.521
195.22,21.6,251,15,0,3.5429,21.59,195.221,2.54
300.7,54.4,410,21,5,4.2206,54.37,300.741,2.098
242.05,61.1,332,15,2,2.98498,61.09,242.061,3.685
163.38,37.3,83.4,7,0,1.4412,37.3,163.387,2.611
142.97,37.3,73.3,7,2,0.9172,37.3,142.969,2.532
128.94,37.3,60.6,6,1,0.8747,37.3,128.942,1.66
446.08,37.3,578,27,8,4.7832,37.3,446.081,2.735
346.07,37.3,414,21,6,3.5126,37.3,346.067,2.381
114.02,37.3,83.4,7,0,0.6333,37.3,114.022,2.756
148.07,115,180,10,2,-0.5168,115.06,148.07,1.392
291.3,66.4,423,22,3,3.7903,66.4,291.306,1.551
225.5,37.3,185,12,1,3.345,37.3,225.458,2.54
192,50.2,165,11,1,2.0866,50.19,192.001,1.65
281.23,49.3,346,20,3,4.1472,49.33,281.233,3.053
218.1,104,259,14,3,0.8563,104.06,218.101,2.296
166.13,74.6,179,12,2,1.083,74.6,166.132,1.203
381.4,62.5,589,29,3,5.3137,62.46,381.431,2.928
236.01,83.1,255,14,1,2.5998,80.44,236.01,1.829
167.12,83.1,190,12,1,1.293,80.44,167.12,1.931
201.56,83.1,227,13,1,1.9464,80.44,201.565,1.806
156.56,37.3,128,10,1,2.0382,37.3,156.568,2.127
172.18,37.3,200,13,1,2.538,37.3,172.183,1.583
179.2,86.4,220,12,2,1.95798,61.09,179.2,3.39
123.11,50.2,114,9,1,0.7798,50.19,123.111,1.245
123.11,50.2,108,9,1,0.7798,50.19,123.111,1.391
190.15,63.6,305,14,1,1.4912,67.51,190.154,2.978
157.55,50.2,140,10,1,1.4332,50.19,157.556,1.859
186.16,83.8,235,13,2,-0.0508,83.83,186.163,3.69
244.33,37.3,306,18,2,3.8487,37.3,244.334,3.026
260.33,57.5,335,19,2,3.5543,57.53,260.333,2.762
128.17,37.3,103,9,1,1.6513,37.3,128.171,1.594
85.06,61.1,98.6,6,1,-0.01532,61.09,85.062,1.754
104.06,74.6,83.1,7,2,-0.4543,74.6,104.061,1.9
239.5,37.3,198,13,2,3.2739,37.3,239.485,2.129
329.8,78.4,381,22,4,4.7576,50.19,329.808,2.907
296.1,49.3,304,19,4,4.3641,49.33,296.153,3.676
186.21,37.3,212,14,2,2.4669,37.3,186.21,2.27
212.24,37.3,223,16,3,2.9807,37.3,212.248,2.714
136.15,37.3,114,10,2,1.3137,37.3,136.15,1.782
297.1,46.5,311,19,4,4.4128,46.53,297.137,2.115
268.26,63.6,392,20,2,2.4371,63.6,268.268,3.387
294.77,54.4,350,20,5,4.4352,54.37,294.778,3.39
254.28,54.4,310,19,5,3.4011,54.37,254.285,3.104
268.26,67.5,392,20,4,3.6335,67.51,268.268,2.32
118.09,74.6,92.6,8,3,-0.0642,74.6,118.088,1.718
100.12,37.3,76.1,7,3,1.0372,37.3,100.117,2.328
310.3,74.6,416,23,6,3.6827,74.6,310.349,2.161
190.2,66,220,14,3,1.5801,65.98,190.202,2.049
160.17,74.6,125,11,6,1.1061,74.6,160.169,1.359
249.09,46.5,211,15,5,3.237,46.53,249.093,2.551
106.15,38.3,52.8,6,2,0.3909,37.3,106.146,3.044
178.21,99.9,130,11,6,0.669,74.6,178.209,1.774
191.14,115,187,13,6,-1.4578,115.14,191.139,2.24
243.67,82.9,299,15,2,1.801,59.3,243.671,1.91
255.5,46.5,212,14,3,3.1102,46.53,255.484,2.93
221.03,46.5,186,13,3,2.4568,46.53,221.039,2.77
202.21,46.5,227,15,3,2.3032,46.53,202.209,2.528
152.15,46.5,127,11,3,1.15,46.53,152.149,1.614
134.09,83.8,104,9,4,-0.8278,83.83,134.087,2.428
92.12,38.3,42.9,5,1,0.0008,37.3,92.119,2.907
140.12,100,171,8,2,-1.0412,91.67,140.116,1.647
146.14,65.5,122,10,3,-1.4942,65.52,146.142,4.019
114.14,40.5,76.5,8,3,0.0802,40.46,114.144,1.848
370.5,20.2,292,20,2,5.5995,20.23,370.49,2.809
314.7,46,359,22,3,3.5533,46.01,314.747,2.401
331.2,46,359,22,3,4.0676,46.01,331.202,2.742
184.23,20.2,137,14,2,2.7683,20.23,184.238,1.566
266.67,70.7,289,18,4,3.1081,70.67,266.68,2.035
128.98,20.2,28,6,2,0.8249,20.23,128.986,3.069
354.8,81.6,228,16,2,1.6628,81.59,354.832,1.725
46.025,37.3,10.3,3,0,-0.2992,37.3,46.025,1.622
212.28,46.5,225,15,3,2.3725,46.53,212.289,1.912
124.18,20.2,134,9,1,1.3148,20.23,124.183,2.316
420.3,40.5,451,26,6,4.5347,40.54,420.322,3.068
375.9,40.5,451,26,6,4.4256,40.54,375.871,3.468
319.2,35.8,458,21,1,3.2626,35.83,319.191,2.956
250.29,35.8,388,19,1,1.9558,35.83,250.301,2.921
488.59,20.2,150,12,0,5.2047,20.23,488.593,3.388
330.8,20.2,108,10,0,3.6797,20.23,330.801,2.219
461.02,133,485,24,3,4.1465,128.1,461.022,2.622
228.24,46.5,246,17,4,2.7492,46.53,228.247,2.011
139.11,66.1,131,10,0,1.3004,63.37,139.11,2.62
336.3,93.1,605,25,2,2.9014,100.88,336.299,3.129
231.9,20.2,143,11,0,4.0058,20.23,231.893,3.219
266.3,20.2,150,12,0,4.6592,20.23,266.338,3.994
198.43,29.1,243,10,0,2.7474,33.12,198.436,3.395
197.4,20.2,120,10,0,3.3524,20.23,197.448,2.382
406.9,40.5,328,21,2,6.609,40.46,406.907,3.861
197.4,20.2,108,10,0,3.3524,20.23,197.448,2.382
401.4,69.6,415,22,2,5.6171,69.56,401.46,2.604
370.91,44,176,11,0,2.47308,44.02,370.915,3.528
471.8,20.2,108,10,0,3.206,20.23,471.801,2.373
110.11,40.5,62.9,8,0,1.0978,40.46,110.112,2.627
289.5,29.5,252,17,2,5.1447,29.46,289.545,1.894
128.55,20.2,74.9,8,0,2.0456,20.23,128.558,2.353
110.11,40.5,64.9,8,0,1.0978,40.46,110.112,2.563
250.27,106,207,17,2,2.6602,80.92,250.275,1.766
277.3,53.4,284,21,3,3.673,53.35,277.323,1.511
186.21,40.5,145,14,1,2.7648,40.46,186.21,1.277
250.27,83,302,17,2,1.9306,74.6,250.275,1.74
173.55,66.1,158,11,0,1.9538,63.37,173.555,2.285
144.55,40.5,97.1,9,0,1.7512,40.46,144.557,2.593
269.12,40.5,226,17,2,3.9954,40.46,269.127,2.252
110.11,40.5,54.9,8,0,1.0978,40.46,110.112,2.537
218.27,65.8,162,15,2,3.249,40.46,218.277,1.812
134.17,20.2,122,10,0,1.8809,20.23,134.178,1.616
214.22,46.5,233,16,3,2.6114,46.53,214.22,2.127
186.21,29.5,164,14,2,3.1845,29.46,186.21,2.187
122.12,37.3,101,9,1,1.2047,37.3,122.123,2.371
226.23,60.7,255,17,0,3.1098,60.69,226.231,1.847
302.23,127,488,22,1,1.988,131.36,302.238,3.274
144.17,20.2,133,11,0,2.5454,20.23,144.173,1.867
283.4,23.5,408,21,2,3.6366,23.47,283.415,2.475
348.21,176,555,23,4,-2.1519,180.02,348.208,1.338
166.22,32.8,240,12,0,0.7906,32.76,166.22,1.725
148.2,20.2,133,11,0,2.0563,20.23,148.205,1.961
191.14,93.7,216,13,1,-1.2782,91.06,191.139,1.978
321.2,61.7,443,21,1,3.1013,61.69,321.163,1.854
154.12,55.8,264,11,0,-0.2979,55.76,154.121,3.744
56.06,20.2,38.5,4,0,-0.3881,20.23,56.064,3.448
57.05,44,41.2,4,0,-0.49772,44.02,57.052,3.552
199.99,86.3,107,9,2,-0.6611,83.6,199.988,3.046
128.98,20.2,32,6,2,0.8249,20.23,128.986,3.156
261.94,40.5,67.4,9,4,0.7472,40.46,261.941,1.879
173.03,40.5,67.4,9,4,0.435,40.46,173.039,2.129
151.12,107,107,10,3,-2.0212,103.83,151.118,1.901
298.29,99.1,365,21,13,0.1527,99.13,298.291,2.084
100.04,20.2,38.5,6,0,0.541,20.23,100.039,2.62
182.17,121,105,12,5,-3.5854,121.38,182.172,1.13
342.3,197,378,23,8,-5.553,197.37,342.297,1.136
309.5,88.4,285,17,2,-0.4629,88.38,309.529,2.889
110.54,40.5,32,6,2,-0.4216,40.46,110.54,3.629
58.08,20.2,17.2,4,1,0.1647,20.23,58.08,2.958
134.17,20.2,101,10,2,1.6921,20.23,134.178,1.827
92.52,20.2,33.9,5,1,0.7312,20.23,92.525,2.958
228.24,57.5,264,17,3,2.5441,57.53,228.247,1.545
246.22,92.1,316,18,3,2.2455,89.4,246.222,1.784
126.2,20.2,111,9,1,1.4149,20.23,126.199,1.897
74.08,32.8,35.9,5,1,-0.6225,32.76,74.079,2.246
194.23,38.7,166,14,3,0.9629,38.69,194.23,2.053
342.3,190,395,23,5,-5.3956,189.53,342.297,1.062
457.4,202,638,32,7,-3.10802,202.32,457.432,2.943
122.16,20.2,65,9,2,1.2214,20.23,122.167,1.834
128.21,20.2,65,9,2,1.9491,20.23,128.215,2.135
136.19,20.2,74.8,10,3,1.6115,20.23,136.194,1.772
134.17,60.7,56.3,9,5,-0.4978,60.69,134.175,0.937
104.15,40.5,25.3,7,4,0.1413,40.46,104.149,1.717
421.5,142,474,30,11,-1.0079,142.2,421.502,2.148
348.8,73.1,504,24,3,1.9738,73.13,348.761,2.136
87.12,23.2,42.8,6,2,-0.7057,23.24,87.122,3.071
355.8,89.4,459,23,4,0.8529,65.78,355.847,1.995
363.5,30,448,27,6,3.3085,29.95,363.505,2.515
405,68.1,465,27,6,3.3377,42.84,404.967,2.79
130.19,35.5,71.5,9,2,-1.1161,35.5,130.191,1.423
131.17,32.7,71.5,9,2,-0.6891,32.7,131.175,1.039
165.23,32.3,100,12,5,0.811,32.26,165.236,1.946
116.11,46.5,87.7,8,4,-0.2921,46.53,116.116,2.252
160.12,83.8,172,11,5,-0.8373,83.83,160.125,1.814
88.11,29.5,34.5,6,3,0.1388,29.46,88.106,1.353
138.16,29.5,77.3,10,3,1.0577,29.46,138.166,2.04
152.19,29.5,87.6,11,4,1.1955,29.46,152.193,2.107
124.56,29.5,32.9,7,4,0.2341,29.46,124.567,1.296
182.22,38.7,111,13,6,1.0743,38.69,182.219,1.93
419,45.2,420,29,11,3.0725,45.17,418.965,2.658
150.17,58.9,49.7,10,7,-0.9958,58.92,150.174,0.946
122.19,65.8,28.9,7,4,-0.2958,40.46,122.189,1.267
101.1,49.3,79.8,7,2,-0.7616,49.33,101.105,2.329
241.24,70.6,282,18,3,1.7286,74.05,241.25,3.382
138.12,61.7,110,10,1,0.7728,65.18,138.126,2.474
166.13,78.4,180,12,1,1.4029,75.73,166.136,2.965
109.13,32.3,59.5,8,1,1.4877,32.26,109.128,3.038
144.49,57.5,86.9,7,2,0.4029,57.53,144.494,1.628
299.05,176,305,16,6,-1.306,175.83,299.049,2.154
303.5,66.8,316,16,3,3.6399,66.76,303.465,4.368
229.38,66.8,147,10,2,1.4659,66.76,229.383,2.212
208.24,62.8,291,14,1,2.0865,54.37,208.238,2.716
179.24,74.8,200,11,2,0.7115,66.4,179.241,1.174
228.31,56.2,196,16,2,3.4955,24.06,228.32,3.66
258.34,80.2,223,18,4,2.5047,48.12,258.35,2.236
185.25,44.5,220,13,1,3.5741,12.36,185.251,2.967
167.3,69.4,158,10,0,2.95889,15.79,167.258,3.223
84.14,28.2,22.8,5,0,1.7481,0,84.143,1.779
135.19,41.1,105,9,0,2.2963,12.89,135.191,2.463
110.18,1,46.1,7,0,1.9753,0,110.181,3.377
